id,sscode,office_type,name,address1,address2,address3,city,state,zipcode,tel_public,tel_admin,fax,notes
822,917,FO,TACOMA WA,Social Security Administration,SUITE A,2608 S 47TH ST,TACOMA,WA,98409,(800) 772-1213,,,
823,918,FO,OLYMPIA WA,Social Security Administration,,402 YAUGER WAY SW,OLYMPIA,WA,98502,(800) 772-1213,,,
824,919,FO,YAKIMA WA,Social Security Administration,,801 FRUITVALE BLVD,YAKIMA,WA,98902,(800) 772-1213,,,
825,920,FO,BELLINGHAM WA,Social Security Administration,,710 ALABAMA ST,BELLINGHAM,WA,98225,(800) 772-1213,,,
826,921,FO,GRAYS HARBOR WA,Social Security Administration,,820 SIMPSON AVE,HOQUIAM,WA,98550,(800) 772-1213,,,
827,922,FO,EVERETT WA,Social Security Administration,,3809 BROADWAY,EVERETT,WA,98201,(800) 772-1213,,,
828,923,FO,VANCOUVER WA,Social Security Administration,SUITE 500,805 BROADWAY ST,VANCOUVER,WA,98660,(800) 772-1213,,,
829,924,FO,WENATCHEE WA,Social Security Administration,STE 212,301 YAKIMA STREET,WENATCHEE,WA,98801,(800) 772-1213,,,
830,925,FO,WALLA WALLA WA,Social Security Administration,,880 NE ROSE ST,COLLEGE PLACE,WA,99324,(800) 772-1213,,,
831,926,FO,KITSAP WA,Social Security Administration,,9594 MICKELBERRY RD NW,SILVERDALE,WA,98383,(800) 772-1213,,,
832,927,FO,TRI-CITIES WA,Social Security Administration,SUITE A,8131 W KLAMATH CT,KENNEWICK,WA,99336,(800) 772-1213,,,
833,928,FO,LONGVIEW WA,Social Security Administration,SUITE 150,840 OCEAN BEACH HWY,LONGVIEW,WA,98632,(800) 772-1213,,,
834,929,FO,MESA AZ,Social Security Administration,,702 W JEROME AVENUE,MESA,AZ,85210,(800) 772-1213,,,
835,930,FO,SOUTH TUCSON AZ,Social Security Administration,SUITE 100,88 W 38TH ST,TUCSON,AZ,85713,(800) 772-1213,,,
836,931,FO,SAN MARCOS CA,Social Security Administration,,367 VIA VERA CRUZ,SAN MARCOS,CA,92078,(800) 772-1213,,,
837,932,FO,PORTLAND METRO OR,Social Security Administration,,1538 SW YAMHILL ST,PORTLAND,OR,97205,(800) 772-1213,,,
838,933,FO,EUGENE OR,Social Security Administration,,2504 OAKMONT WAY,EUGENE,OR,97401,(800) 772-1213,,,
839,935,FO,SALEM OR,Social Security Administration,STE 110,1750 MCGILCHRIST ST SE,SALEM,OR,97302,(800) 772-1213,,,
840,936,FO,LA GRANDE OR,Social Security Administration,,2205 COVE AVE,LA GRANDE,OR,97850,(800) 772-1213,,,
841,937,FO,MEDFORD OR,Social Security Administration,SUITE 101,3501 EXCEL DR,MEDFORD,OR,97504,(800) 772-1213,,,
842,938,FO,NORTH BEND OR,Social Security Administration,,3661 BROADWAY,NORTH BEND,OR,97459,(800) 772-1213,,,
843,939,FO,ROSEBURG OR,Social Security Administration,,1730 NW HUGHWOOD AVE,ROSEBURG,OR,97471,(800) 772-1213,,,
844,940,FO,PORTLAND-EAST O,Social Security Administration,,17925 SE DIVISION ST,PORTLAND,OR,97236,(800) 772-1213,,,
845,941,FO,OREGON CITY,Social Security Administration,,194 BEVERLY DRIVE,OREGON CITY,OR,97045,(800) 772-1213,,,
846,942,FO,DELANO CA,Social Security Administration,BUILDING C,2234 GIRARD STREET,DELANO,CA,93215,(866) 635-0287,,,
847,943,FO,WEST COVINA CA,Social Security Administration,SUITE 201,501 S VINCENT AVE,WEST COVINA,CA,91790,(800) 772-1213,,,
848,944,FO,PORTERVILLE CA,Social Security Administration,,890 W MORTON AVENUE,PORTERVILLE,CA,93257,(866) 388-8903,,,
849,945,FO,RENO NV,Social Security Administration,,1170 HARVARD WAY,RENO,NV,89502,(888) 808-5481,,,
850,946,FO,LAS VEGAS NV,Social Security Administration,SUITE 150,1250 S BUFFALO DR,LAS VEGAS,NV,89117,(800) 772-1213,,,
851,947,FO,MADERA CA,Social Security Administration,,348 E YOSEMITE AVE,MADERA,CA,93638,(877) 405-1453,,,
852,948,FO,WATSONVILLE CA,Social Security Administration,SUITE 301,180 WESTGATE DRIVE,WATSONVILLE,CA,95076,(800) 521-3385,,,
853,949,FO,CARROLLWOOD FL,Social Security Administration,SUITE 100,4010 GUNN HIGHWAY,TAMPA,FL,33618,(800) 772-1213,,,
854,950,FO,SF DOWNTOWN CA,Social Security Administration,ANNEX 1ST FL,90 7TH ST,SAN FRANCISCO,CA,94103,(800) 772-1213,,,
855,951,FO,LOS ANGELES DOWNTOWN,Social Security Administration,6TH FLOOR,611 W 6TH STREET,LOS ANGELES,CA,90017,(800) 772-1213,,,
856,952,FO,FRESNO CA,Social Security Administration,,640 W LOCUST AVENUE,FRESNO,CA,93650,(866) 931-9041,,,
857,953,FO,OAKLAND DT CA,Social Security Administration,SUITE 400,360 22ND ST,OAKLAND,CA,94612,(800) 772-1213,,,
858,954,FO,SAN DIEGO CA,Social Security Administration,,1333 FRONT STREET,SAN DIEGO,CA,92101,(800) 772-1213,,,
859,955,FO,SACRAMENTO CA,Social Security Administration,SUITE A,8581 FOLSOM BLVD,SACRAMENTO,CA,95826,(877) 274-5419,,,
860,956,FO,EUREKA CA,Social Security Administration,,3144 BROADWAY,EUREKA,CA,95501,(866) 828-1991,,,
861,957,FO,PASADENA CA,Social Security Administration,,104 N MENTOR AVENUE,PASADENA,CA,91106,(800) 772-1213,,,
862,958,FO,LONG BEACH CA,Social Security Administration,,2005 LONG BEACH BLVD,LONG BEACH,CA,90806,(800) 772-1213,,,
863,959,FO,SAN BERNARDINO CA,Social Security Administration,SUITE 101,605 N ARROWHEAD AVE,SAN BERNARDINO,CA,92401,(800) 772-1213,,,
864,960,FO,SAN JOSE CA,Social Security Administration,ROOM 244 2ND FLOOR,280 S FIRST STREET,SAN JOSE,CA,95113,(800) 772-1213,,,
865,961,FO,SANTA BARBARA CA,Social Security Administration,,122 W FIGUEROA ST,SANTA BARBARA,CA,93101,(866) 695-6285,,,
866,962,FO,STOCKTON CA,Social Security Administration,,4747 FEATHER RIVER DR,STOCKTON,CA,95219,(877) 803-6314,,,
867,963,FO,BAKERSFIELD CA,Social Security Administration,,5300 OFFICE PARK DRIVE,BAKERSFIELD,CA,93309,(866) 476-1489,,,
868,964,FO,SANTA ROSA CA,Social Security Administration,BUILDING A,2099 RANGE AVENUE,SANTA ROSA,CA,95401,(877) 870-6384,,,
869,965,FO,GLENDALE CA,Social Security Administration,SUITE 600,225 W BROADWAY,GLENDALE,CA,91204,(800) 772-1213,,,
870,966,FO,HUNTINGTON PARK CA,Social Security Administration,,6303 RUGBY AVENUE,HUNTINGTON PARK,CA,90255,(800) 772-1213,,,
871,967,FO,SAN MATEO CA,Social Security Administration,SUITE 101,800 SOUTH CLAREMONT ST,SAN MATEO,CA,94402,(800) 772-1213,,,
872,968,FO,HOLLYWOOD CA,Social Security Administration,,1122 N VINE ST,HOLLYWOOD,CA,90038,(800) 772-1213,,,
873,969,FO,REDDING CA,Social Security Administration,SUITE A,2660 PARK MARINA DR,REDDING,CA,96001,(866) 964-1236,,,
874,970,FO,L.A. WESTWOOD CA,Social Security Administration,SUITE 300,11500 W OLYMPIC BLVD,LOS ANGELES,CA,90064,(800) 772-1213,,,
875,971,FO,INGLEWOOD CA,Social Security Administration,,230 EAST SPRUCE AVENUE,INGLEWOOD,CA,90301,(800) 772-1213,,,
876,972,FO,SANTA ANA CA,Social Security Administration,FIFTH FLOOR,1851 EAST FIRST STREET,SANTA ANA,CA,92705,(800) 772-1213,,,
877,973,FO,VALLEJO CA,Social Security Administration,SUITE A,106 PLAZA DR,VALLEJO,CA,94591,(800) 772-1213,,,
878,974,FO,VENTURA CA,Social Security Administration,SUITE 1,6477 TELEPHONE ROAD,VENTURA,CA,93003,(800) 772-1213,,,
879,975,FO,PANORAMA CITY CA,Social Security Administration,14500 Roscoe Blvd,Suite 207,PANORAMA CITY,CA,91402,(800) 772-1213,,,
880,976,FO,BERKELEY CA,Social Security Administration,,2045 ALLSTON WAY,BERKELEY,CA,94704,(800) 772-1213,,,
881,978,FO,MODESTO CA,Social Security Administration,SUITE E1,1521 N CARPENTER RD,MODESTO,CA,95351,(888) 748-7698,,,
882,979,FO,CHICO CA,Social Security Administration,STE 150,1370 E. LASSEN AVE,CHICO,CA,95973,(866) 964-7585,,,
883,980,FO,VISALIA CA,Social Security Administration,,1901 E NOBLE AVENUE,VISALIA,CA,93292,(866) 344-8475,,,
884,981,FO,POMONA VALLEY CA,Social Security Administration,,960 W MISSION BLVD,POMONA,CA,91766,(800) 772-1213,,,
885,982,FO,WHITTIER CA,Social Security Administration,SUITE 200,7200 GREENLEAF,WHITTIER,CA,90602,(800) 772-1213,,,
886,983,FO,TORRANCE CA,Social Security Administration,,22600 CRENSHAW BLVD,TORRANCE,CA,90505,(800) 772-1213,,,
887,984,FO,SALINAS CA,Social Security Administration,SUITE 155,928 EAST BLANCO RD,SALINAS,CA,93901,(877) 600-2857,,,
888,985,FO,EL CENTRO CA,Social Security Administration,,3007 N IMPERIAL AVE,EL CENTRO,CA,92243,(800) 772-1213,,,
889,986,FO,SAN LUIS OBISPO CA,Social Security Administration,,3240 S HIGUERA ST,SAN LUIS OBISPO,CA,93401,(855) 207-4865,,,
890,987,FO,OCEANSIDE CA,Social Security Administration,,2160 S EL CAMINO REAL,OCEANSIDE,CA,92054,(800) 772-1213,,,
891,988,FO,SAN RAFAEL CA,Social Security Administration,SUITE 200,99 SMITH RANCH ROAD,SAN RAFAEL,CA,94903,(800) 772-1213,,,
892,989,FO,FEATHER RIVER CA,Social Security Administration,,355 PERCY AVENUE,YUBA CITY,CA,95991,(866) 331-5449,,,
893,990,FO,HONOLULU HI,Social Security Administration,RM 1-114 FED BLDG,300 ALA MOANA BLVD,HONOLULU,HI,96850,(800) 772-1213,,,
894,991,FO,HILO HI,Social Security Administration,SUITE 710,111 E PUAINAKO ST,HILO,HI,96720,(800) 772-1213,,,
895,993,FO,LIHUE HI,Social Security Administration,SUITE 105,4334 RICE STREET,LIHUE,HI,96766,(800) 772-1213,,,
896,996,FO,JUNEAU AK,Social Security Administration,PO BOX 21327,709 W 9TH ST. ROOM 231,JUNEAU,AK,99802,(800) 478-7124,,,
897,997,FO,ANCHORAGE AK,Social Security Administration,ROOM A11,222 W 8TH AVE,ANCHORAGE,AK,99513,(866) 772-3081,,,
898,998,FO,FAIRBANKS AK,Social Security Administration,RM 138,101 12TH AVENUE,FAIRBANKS,AK,99701,(800) 478-0391,,,
899,00K,FO,RIO RANCHO NM,Social Security Administration,,4433 JAGER DR NE,RIO RANCHO,NM,87144,(800) 772-1213,,,
900,00N,FO,SAN ANTONIO DOWNTOWN,Social Security Administration,RM 701 7TH FLOOR,727 E CESAR CHAVEZ,SAN ANTONIO,TX,78206,(800) 772-1213,,,
901,00Y,FO,AUSTIN SOUTH TX,Social Security Administration,BLDG B,5508 HWY 290 WEST,AUSTIN,TX,78735,(800) 772-1213,,,
902,11A,FO,MISSION TX,Social Security Administration,,1013 BUSINESS PARK DR,MISSION,TX,78572,(800) 772-1213,,,
903,A00,FO,HENDERSON NV,Social Security Administration,,10416 S EASTERN AVENUE,HENDERSON,NV,89052,(800) 772-1213,,,
904,A01,FO,SUSANVILLE,Social Security Administration,,2603 RIVERSIDE DR,SUSANVILLE,CA,96130,(855) 420-8563,,,
905,A03,FO,YREKA CA,Social Security Administration,,1960 S. OREGON STREET,YREKA,CA,96097,(888) 366-6145,,,
906,A06,FO,PT CHARLOTTE FL,Social Security Administration,SUITE 200,1600 TAMIAMI TRAIL,PORT CHARLOTTE,FL,33948,(800) 772-1213,,,
907,A07,FO,ST GEORGE UT,Social Security Administration,SUITE 1100,1091 NORTH BLUFF ST,SAINT GEORGE,UT,84770,(866) 446-7085,,,
908,A09,FO,THOUSAND OAKS CA,Social Security Administration,SUITE 110,322 E THOUSAND OAKS BL,THOUSAND OAKS,CA,91360,(800) 772-1213,,,
909,A10,FO,SANTA CLARITA CA,Social Security Administration,"3RD FLOOR, STE 320",27200 TOURNEY RD,VALENCIA,CA,91355,(800) 772-1213,,,
910,A14,FO,VENICE FL,Social Security Administration,114,1435 E VENICE AVE,VENICE,FL,34292,(800) 772-1213,,,
911,A15,FO,COLORADO RIVER BASIN,Social Security Administration,,1502 Bailey Avenue,Needles,CA,92363,(800) 772-1213,,,
912,A16,FO,KISSIMMEE FL,Social Security Administration,,1201 E OAK ST,KISSIMMEE,FL,34744,(800) 772-1213,,,
913,A17,FO,CRESCENT CITY CA,Social Security Administration,,560 E HOOVER AVE,CRESCENT CITY,CA,95531,(855) 727-3600,,,
914,A20,FO,FT WALTON BEACH FL,Social Security Administration,,111B RACETRACK RD NW,FORT WALTON BEACH,FL,32547,(866) 331-2194,,,
915,A21,FO,CULLMAN AL,Social Security Administration,,1908 COMMERCE AVE NW,CULLMAN,AL,35055,(877) 803-6323,,,
916,A23,FO,EAST HARTFORD CT,Social Security Administration,,478 BURNSIDE AVENUE,EAST HARTFORD,CT,06108,(866) 706-6759,,,
917,A24,FO,SACO ME,Social Security Administration,SUITE 1450,110 MAIN ST,SACO,ME,04072,(877) 253-4715,,,
918,A25,FO,GLASSBORO NJ,Social Security Administration,,830 DELSEA DR NORTH,GLASSBORO,NJ,08028,(800) 772-1213,,,
919,A26,FO,TOMS RIVER NJ,Social Security Administration,,190 ST CATHERINE BLVD,TOMS RIVER,NJ,08755,(800) 772-1213,,,
920,A27,FO,RIO GRANDE NJ,Social Security Administration,,1046 ROUTE 47 SOUTH,RIO GRANDE,NJ,08242,(800) 772-1213,,,
921,A29,FO,GUAYAMA PR,Social Security Administration,EDIF CFSE PISO 3,54 RD 3 ALBIZU CAMPOS,GUAYAMA,PR,00784,(800) 772-1213,,,
922,A30,FO,HUMACAO PR,Social Security Administration,SUITE 295,260 BOULEVARD DEL RIO,HUMACAO,PR,00791,(800) 772-1213,,,
923,A31,FO,CAROLINA PR,Social Security Administration,,"5829 65 Infanteria Ave, Suite 201",Carolina,PR,00987,(800) 772-1213,,,
924,A32,FO,LAKEPORT CA,Social Security Administration,STE A,991 PARALLEL DR,LAKEPORT,CA,95453,(800) 772-1213,,,
925,A33,FO,ROCKVILLE MD,Social Security Administration,,315 N WASHINGTON ST,ROCKVILLE,MD,20850,(800) 772-1213,,,
926,A34,FO,MT LEBANON PA,Social Security Administration,Suite 120,650 Washington Road,PITTSBURGH,PA,15228,(800) 772-1213,,,
927,A35,FO,CARLISLE PA,Social Security Administration,,200 S SPRING GARDEN ST,CARLISLE,PA,17013,(800) 772-1213,,,
928,A38,FO,FREDERICKSBURG,Social Security Administration,,9915 JEFF DAVIS HWY,FREDERICKSBURG,VA,22407,(800) 772-1213,,,
929,A39,FO,MANASSAS VA,Social Security Administration,,9500 CENTER STREET,MANASSAS,VA,20110,(800) 772-1213,,,
930,A40,FO,MARTINSVILLE VA,Social Security Administration,,320 W COMMONWEALTH BLV,MARTINSVILLE,VA,24112,(877) 405-9780,,,
931,A41,FO,CHESTERFIELD,Social Security Administration,VILLAGE AT WATERFORD,13551 WATERFORD PLACE,MIDLOTHIAN,VA,23112,(877) 773-7231,,,
932,A43,FO,WINTER HAVEN FL,Social Security Administration,,1395 NW Havendale Blvd,Winter Haven,FL,33881,(800) 772-1213,,,
933,A44,FO,STATESBORO GA,Social Security Administration,,1050 BRANNEN ST,STATESBORO,GA,30461,(866) 748-2088,,,
934,A45,FO,LOUISVILLE EAST KY,Social Security Administration,SUITE 50,10503 TIMBERWOOD CIR,LOUISVILLE,KY,40223,(888) 280-5851,,,
935,A46,FO,RICHMOND KY,Social Security Administration,,1060 GIBSON BAY DRIVE,RICHMOND,KY,40475,(866) 838-8945,,,
936,A47,FO,PHILADELPHIA MS,Social Security Administration,,100 PILOT ST,PHILADELPHIA,MS,39350,(877) 531-4681,,,
937,A48,FO,WHITEVILLE NC,Social Security Administration,,204 SOUTH LEE STREET,WHITEVILLE,NC,28472,(877) 779-7257,,,
938,A49,FO,WILSON NC,Social Security Administration,,1911 WESTWOOD AVE W,WILSON,NC,27893,(866) 366-5804,,,
939,A51,FO,OAK RIDGE TN,Social Security Administration,,565 OAK RIDGE TPKE,OAK RIDGE,TN,37830,(888) 676-2954,,,
940,A53,FO,MORONGO BASIN CA,Social Security Administration,,56492 29 PALMS HWY,YUCCA VALLEY,CA,92284,(800) 772-1213,,,
941,A55,FO,WOODRIDGE IL,Social Security Administration,,7440 PROVIDENCE DR,WOODRIDGE,IL,60517,(866) 303-2724,,,
942,A56,FO,LITCHFIELD IL,Social Security Administration,,1107 W FERDON,LITCHFIELD,IL,62056,(877) 319-3077,,,
943,A57,FO,BELLE GLADE FL,Social Security Administration,,925 SE 1ST STREET,BELLE GLADE,FL,33430,(800) 772-1213,,,
944,A58,FO,CHICAGO SW SUBU,Social Security Administration,,10718 S ROBERTS RD,PALOS HILLS,IL,60465,(800) 772-1213,,,
945,A59,FO,PEKIN IL,Social Security Administration,,2801 BROADWAY,PEKIN,IL,61554,(877) 405-0499,,,
946,A60,FO,WOODSTOCK IL,Social Security Administration,,2450 LAKE SHORE DR,WOODSTOCK,IL,60098,(877) 405-7828,,,
947,A61,FO,WEST BEND WI,Social Security Administration,,1145 VERN STREET,WEST BEND,WI,53090,(888) 655-0843,,,
948,A63,FO,WYANDOTTE MI,Social Security Administration,,3450 BIDDLE AVE      .,WYANDOTTE,MI,48192,(800) 772-1213,,,
949,A64,FO,BATAVIA OH,Social Security Administration,,1050 HOSPITAL DR,BATAVIA,OH,45103,(800) 772-1213,,,
950,A65,FO,MIDDLETOWN OHIO,Social Security Administration,,3715 TOWNE BLVD,FRANKLIN,OH,45005,(800) 772-1213,,,
951,A66,FO,RAVENNA OH,Social Security Administration,,444 ENTERPRISE PARKWAY,RAVENNA,OH,44266,(855) 863-3562,,,
952,A67,FO,HARRISON AR,Social Security Administration,,131 W INDUSTRIAL PK RD,HARRISON,AR,72601,(877) 512-3851,,,
953,A68,FO,SEARCY AR,Social Security Administration,,701 AIRPORT LOOP,SEARCY,AR,72143,(855) 686-1467,,,
954,A69,FO,BOGALUSA LA,Social Security Administration,,438 AVENUE B,BOGALUSA,LA,70427,(888) 748-7678,,,
955,A70,FO,ORL WEST LA,Social Security Administration,,115 TERRY PKWY,TERRYTOWN,LA,70056,(800) 772-1213,,,
956,A71,FO,KENNER LA,Social Security Administration,,1616 JOE YENNI BLVD,KENNER,LA,70065,(800) 772-1213,,,
957,A72,FO,ANGLETON TX,Social Security Administration,,2921 N VALDERAS ST,ANGLETON,TX,77515,(866) 338-2940,,,
958,A73,FO,DENTON TX,Social Security Administration,,2201 COLORADO BLVD,DENTON,TX,76205,(888) 717-1530,,,
959,A74,FO,CONROE TX,Social Security Administration,,600 SGT ED HOLCOMB BLV,CONROE,TX,77304,(866) 614-0032,,,
960,A75,FO,KERRVILLE TX,Social Security Administration,,1060 GUADALUPE ST,KERRVILLE,TX,78028,(877) 895-0043,,,
961,A76,FO,MCKINNEY TX,Social Security Administration,,3250 CRAIG DR,MCKINNEY,TX,75070,(866) 931-2731,,,
962,A78,FO,FOUNTAIN VALLEY CA,Social Security Administration,SUITE B,17075 NEWHOPE STREET,FOUNTAIN VALLEY,CA,92708,(800) 772-1213,,,
963,A79,FO,NAPA CA,Social Security Administration,SUITE 102,1850 SOSCOL AVE,NAPA,CA,94559,(800) 772-1213,,,
964,A80,FO,BURBANK CA,Social Security Administration,,1420 W OLIVE AVE,BURBANK,CA,91506,(800) 772-1213,,,
965,A81,FO,CRAWFORDSVILLE,Social Security Administration,,1515 S GRANT AVE,CRAWFORDSVILLE,IN,47933,(888) 577-1498,,,
966,A83,FO,MOUNTAIN VIEW CA,Social Security Administration,701 N. Shoreline Blvd.,1st Floor,MOUNTAIN VIEW,CA,94043,(800) 772-1213,,,
967,A85,FO,UKIAH CA,Social Security Administration,,521 S ORCHARD AVE,UKIAH,CA,95482,(888) 590-2706,,,
968,A87,FO,VICTORVILLE CA,Social Security Administration,,13955 PARK AVE,VICTORVILLE,CA,92392,(800) 772-1213,,,
969,A88,FO,DALY CITY CA,Social Security Administration,SUITE 201,355 GELLERT BLVD,DALY CITY,CA,94015,(800) 772-1213,,,
970,A89,FO,NEWPORT RI,Social Security Administration,1ST FLR,130 BELLEVUE AVE,NEWPORT,RI,02840,(866) 253-5607,,,
971,A92,FO,CULPEPER VA,Social Security Administration,,1014 S MAIN ST,CULPEPER,VA,22701,(877) 531-4694,,,
972,A94,FO,LEWISTOWN PA,Social Security Administration,,208 WEST 3RD STREET,LEWISTOWN,PA,17044,(800) 772-1213,,,
973,A96,FO,WESTMINSTER MD,Social Security Administration,UNIT 10,125 AIRPORT DR,WESTMINSTER,MD,21157,(800) 772-1213,,,
974,A97,FO,EAST STROUDSBURG PA,Social Security Administration,STE 101,9090 FRANKLIN HILL RD,EAST STROUDSBURG,PA,18301,(888) 835-6169,,,
975,A98,FO,DADE CITY FL,Social Security Administration,,36630 ADAIR ROAD,DADE CITY,FL,33525,(800) 772-1213,,,
976,A99,FO,CLEVELAND MS,Social Security Administration,,407 INDUSTRIAL PARKWAY,CLEVELAND,MS,38732,(877) 405-4638,,,
977,B00,FO,HATO TEJAS PR,Social Security Administration,METRO MEDICAL CENTER,"7 FL, ROAD 2 KM 12.3",BAYAMON,PR,00959,(800) 772-1213,,,
978,B01,FO,SHELBY NC,Social Security Administration,,707 SCHENCK ST,SHELBY,NC,28150,(877) 405-3576,,,
979,B02,FO,CORINTH MS,Social Security Administration,,1050 S. HARPER RD,CORINTH,MS,38834,(866) 366-4921,,,
980,B03,FO,UNION CITY TN,Social Security Administration,,1800 OLD TROY RD,UNION CITY,TN,38261,(877) 401-5904,,,
981,B05,FO,SANFORD NC,Social Security Administration,,401 TIFFANY DR,SANFORD,NC,27330,(877) 319-5774,,,
982,B06,FO,ALBERTVILLE AL,Social Security Administration,,412 MARTLING ROAD,ALBERTVILLE,AL,35951,(800) 521-0073,,,
983,B07,FO,BRAINERD LAKES AREA MN,Social Security Administration,,8331 BRANDON ROAD,BAXTER,MN,56425,(866) 331-9087,,,
984,B08,FO,LAWRENCEBURG TN,Social Security Administration,,109 E TAYLOR STREET,LAWRENCEBURG,TN,38464,(877) 405-5866,,,
985,B09,FO,BROOKHAVEN MS,Social Security Administration,,1392 JOHNNY JOHNSON DR,BROOKHAVEN,MS,39601,(877) 405-3568,,,
986,B10,FO,HENDERSON NC,Social Security Administration,,858 S BECKFORD DR,HENDERSON,NC,27536,(877) 628-6584,,,
987,B11,FO,REIDSVILLE NC,Social Security Administration,,2402 FREEWAY DR,REIDSVILLE,NC,27320,(866) 748-2091,,,
988,B13,FO,SEBRING FL,Social Security Administration,,3700 COMMERCIAL DRIVE,SEBRING,FL,33870,(800) 772-1213,,,
989,B14,FO,GRENADA MS,Social Security Administration,,2383 SUNSET DRIVE,GRENADA,MS,38901,(866) 593-8523,,,
990,B15,FO,KOSCIUSKO MS,Social Security Administration,,80 VETERAN MEMORIAL DR,KOSCIUSKO,MS,39090,(866) 875-5995,,,
991,B16,FO,MT AIRY NC,Social Security Administration,1187 NORTH ANDY,GRIFFITH PARKWAY,MOUNT AIRY,NC,27030,(866) 587-4418,,,
992,B17,FO,WASHINGTON NC,Social Security Administration,,1633 JOHN SMALL AVE,WASHINGTON,NC,27889,(866) 574-2589,,,
993,B19,FO,MCMINNVILLE TN,Social Security Administration,,900 SPARTA ST,MCMINNVILLE,TN,37110,(877) 616-2515,,,
994,B20,FO,HENDERSON KY,Social Security Administration,BUILDING 3,2000 N Elm St,HENDERSON,KY,42420,(855) 628-1593,,,
995,B21,FO,VERO BEACH FL,Social Security Administration,,724 20TH ST,VERO BEACH,FL,32960,(866) 964-7414,,,
996,B23,FO,TOCCOA GA,Social Security Administration,,155 BIG A RD,TOCCOA,GA,30577,(877) 405-7655,,,
997,B24,FO,PRESTONSBURG KY,Social Security Administration,,1897 KY RT 321,PRESTONSBURG,KY,41653,(888) 450-4538,,,
998,B25,FO,VILLA RICA GA,Social Security Administration,,908 S CARROLL RD,VILLA RICA,GA,30180,(866) 331-2318,,,
999,B27,FO,MAYFIELD KY,Social Security Administration,,1526 CUBA ROAD,MAYFIELD,KY,42066,(866) 931-8366,,,
1000,B28,FO,HOLLAND MI,Social Security Administration,,657 HASTINGS AVE,HOLLAND,MI,49423,(877) 223-6062,,,
1001,B29,FO,XENIA OH,Social Security Administration,,80 N PROGRESS DR,XENIA,OH,45385,(866) 755-5372,,,
1002,B30,FO,MEDINA OH,Social Security Administration,,4035 N JEFFERSON ST,MEDINA,OH,44256,(800) 772-1213,,,
1003,B31,FO,ADRIAN MI,Social Security Administration,SUITE 2401,1040 S WINTER ST,ADRIAN,MI,49221,(877) 512-5943,,,
1004,B32,FO,BOWLING GREEN OH,Social Security Administration,,745 INNOVATION DRIVE,BOWLING GREEN,OH,43402,(866) 931-7674,,,
1005,B33,FO,OWOSSO MI,Social Security Administration,,306 NORTH GOULD STREET,OWOSSO,MI,48867,(855) 628-1592,,,
1006,B34,FO,CORALVILLE IA,Social Security Administration,SUITE 100,1100 6TH STREET,CORALVILLE,IA,52241,(866) 964-2039,,,
1007,B35,FO,NEVADA MO,Social Security Administration,,120 S COMMERCE DR,NEVADA,MO,64772,(888) 808-5441,,,
1008,B36,FO,MARSHALLTOWN IA,Social Security Administration,,2502 SOUTH 2ND STREET,MARSHALLTOWN,IA,50158,(877) 819-2595,,,
1009,B37,FO,AMES IA,Social Security Administration,,2615 UNIVERSITY BLVD,AMES,IA,50010,(866) 899-1928,,,
1010,B38,FO,UNION MO,Social Security Administration,SUITE 5,43 PRAIRIE DELL PLZ,UNION,MO,63084,(800) 772-1213,,,
1011,B41,FO,KIRKSVILLE MO,Social Security Administration,,1305 CROWN DRIVE,KIRKSVILLE,MO,63501,(888) 386-2705,,,
1012,B43,FO,RUSTON LA,Social Security Administration,,2017 BULAR ST,RUSTON,LA,71270,(877) 405-7823,,,
1013,B46,FO,STILLWATER OK,Social Security Administration,,406 E Hall Of Fame Ave,Stillwater,OK,74075,(888) 366-6143,,,
1014,B47,FO,CLEBURNE TX,Social Security Administration,,1711 W. HENDERSON,CLEBURNE,TX,76033,(866) 227-1616,,,
1015,B48,FO,BRENHAM TX,Social Security Administration,,2901 VICTORY LN,BRENHAM,TX,77833,(855) 287-4792,,,
1016,B49,FO,CONWAY AR,Social Security Administration,,2475 CHRISTINA LN,CONWAY,AR,72034,(855) 727-3599,,,
1017,B50,FO,MARSHALL TX,Social Security Administration,,1509 SEDBERRY ST,MARSHALL,TX,75670,(800) 772-1213,,,
1018,B51,FO,SEGUIN TX,Social Security Administration,,927 S ST HWY 123 BYP,SEGUIN,TX,78155,(877) 445-0831,,,
1019,B52,FO,NEW IBERIA LA,Social Security Administration,,417 SPANISH TOWN BLVD,NEW IBERIA,LA,70560,(866) 592-1496,,,
1020,B53,FO,HOBBS NM,Social Security Administration,,501 E BENDER BLVD,HOBBS,NM,88240,(866) 254-2611,,,
1021,B55,FO,LAS VEGAS NM,Social Security Administration,,2520 RIDGE RUNNER RD,LAS VEGAS,NM,87701,(866) 635-0856,,,
1022,B56,FO,VIRGINIA BEACH,Social Security Administration,SUITE 100,2875 SABRE ST,VIRGINIA BEACH,VA,23452,(888) 377-5237,,,
1023,B57,FO,FLAGSTAFF AZ,Social Security Administration,,2715 S WOODLANDS VLG B,FLAGSTAFF,AZ,86001,(800) 772-1213,,,
1024,B58,FO,MISSION VIEJO CA,Social Security Administration,,26051 ACERO ROAD,MISSION VIEJO,CA,92691,(800) 772-1213,,,
1025,B59,FO,LAKEWOOD CA,Social Security Administration,,4957 PARAMOUNT BLVD,LAKEWOOD,CA,90712,(866) 964-6484,,,
